Delta Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
36,-0.0,0.0,-0.0,0.0,0.0,0.0,-25.11,-2.54,0.0,0.0,16.79,-3.21,-27.65,13.59,-14.07
37,0.0,0.0,0.0,0.0,0.0,0.0,-25.49,-4.13,-0.0,-0.0,15.45,-3.06,-29.62,12.39,-17.23
38,0.0,0.0,-0.0,-0.0,0.0,0.0,-22.33,-1.6,0.0,-0.0,13.95,-3.01,-23.92,10.95,-12.98
39,-0.0,0.0,0.0,-0.0,0.0,0.0,-22.98,-2.71,-0.0,0.0,16.09,-3.05,-25.7,13.04,-12.65
40,-0.0,-0.0,-0.0,0.0,0.0,0.0,-26.46,-2.91,0.0,0.0,16.8,-3.34,-29.37,13.46,-15.91
41,0.0,-0.0,0.0,-0.0,0.0,0.0,-24.37,-1.87,0.0,0.0,14.28,-3.0,-26.24,11.27,-14.97
42,0.0,0.0,0.0,-0.0,0.0,0.0,-28.32,-2.85,0.0,0.0,16.16,-3.18,-31.17,12.98,-18.19
43,0.0,0.0,0.0,-0.0,0.0,0.0,-24.77,-2.94,-0.0,-0.0,16.01,-2.89,-27.71,13.13,-14.58
44,-0.0,-0.0,0.0,-0.0,0.0,0.0,-20.27,-0.4,-0.0,-0.0,12.03,-2.58,-20.67,9.45,-11.22
45,-0.0,-0.0,0.0,0.0,0.0,0.0,-17.56,-0.13,-0.0,-0.0,9.77,-2.32,-17.69,7.45,-10.24
46,-0.0,0.0,-0.0,0.0,0.0,0.0,-24.22,-3.52,0.0,0.0,15.83,-2.78,-27.73,13.04,-14.69
47,-0.0,-0.0,0.0,0.0,0.0,0.0,-18.21,-3.94,0.0,-0.0,15.88,-2.58,-22.15,13.3,-8.85
48,0.0,-0.0,-0.0,0.0,0.0,0.0,-32.72,-3.64,0.0,0.0,22.31,-4.2,-36.36,18.1,-18.26
49,0.0,-0.0,-0.0,-0.0,0.0,0.0,-23.7,-5.53,-0.0,-0.0,20.66,-3.11,-29.23,17.55,-11.68
50,0.0,0.0,-0.0,0.0,0.0,0.0,-20.65,-4.32,0.0,0.0,13.95,-2.46,-24.97,11.49,-13.48
51,0.0,-0.0,-0.0,-0.0,0.0,0.0,-24.11,-3.81,-0.0,0.0,14.7,-2.74,-27.92,11.96,-15.96
52,0.0,-0.0,0.0,-0.0,0.0,0.0,-24.2,-2.68,0.0,-0.0,15.85,-2.73,-26.88,13.13,-13.76
53,-0.0,0.0,-0.0,-0.0,0.0,0.0,-19.95,-2.92,0.0,-0.0,14.0,-2.48,-22.87,11.53,-11.34
54,0.0,0.0,-0.0,-0.0,0.0,0.0,-20.19,-2.48,0.0,0.0,14.37,-2.41,-22.67,11.96,-10.72
55,0.0,-0.0,0.0,0.0,0.0,0.0,-24.72,-4.08,-0.0,0.0,14.96,-2.56,-28.8,12.41,-16.39
56,-0.0,-0.0,0.0,0.0,0.0,0.0,-22.48,-2.58,-0.0,0.0,13.09,-2.51,-25.06,10.58,-14.48
57,-0.0,-0.0,0.0,-0.0,0.0,0.0,-19.08,-1.93,0.0,-0.0,14.37,-2.41,-21.01,11.96,-9.05
58,-0.0,0.0,-0.0,0.0,0.0,0.0,-22.91,-3.27,0.0,-0.0,17.4,-3.05,-26.18,14.35,-11.83
59,-0.0,-0.0,-0.0,0.0,0.0,0.0,-18.86,-1.61,-0.0,-0.0,13.27,-2.21,-20.47,11.06,-9.41
60,0.0,0.0,-0.0,0.0,0.0,0.0,-27.83,-1.24,0.0,0.0,20.34,-3.35,-29.07,16.99,-12.08
61,0.0,0.0,0.0,-0.0,0.0,0.0,-26.04,-1.46,-0.0,-0.0,19.69,-3.22,-27.5,16.47,-11.04
62,0.0,-0.0,-0.0,0.0,0.0,0.0,-23.01,-1.93,-0.0,0.0,18.03,-3.0,-24.93,15.02,-9.91
63,0.0,0.0,0.0,-0.0,0.0,0.0,-25.87,-2.81,0.0,0.0,18.73,-3.31,-28.68,15.42,-13.26
64,0.0,-0.0,0.0,-0.0,0.0,0.0,-31.06,-1.71,-0.0,-0.0,20.26,-3.69,-32.77,16.58,-16.2
65,-0.0,0.0,-0.0,-0.0,0.0,0.0,-27.37,-0.8,-0.0,0.0,18.76,-3.58,-28.17,15.17,-12.99
66,-0.0,0.0,-0.0,-0.0,0.0,0.0,-25.28,-2.11,-0.0,0.0,17.76,-3.19,-27.39,14.57,-12.82
67,0.0,0.0,0.0,0.0,0.0,0.0,-23.87,-4.6,0.0,-0.0,15.66,-2.71,-28.47,12.95,-15.52
68,0.0,0.0,-0.0,0.0,0.0,0.0,-24.92,-5.24,-0.0,0.0,19.8,-3.13,-30.17,16.67,-13.5
69,-0.0,-0.0,0.0,-0.0,0.0,0.0,-23.37,-1.38,0.0,0.0,16.21,-2.76,-24.75,13.45,-11.3
70,0.0,-0.0,0.0,0.0,0.0,0.0,-29.11,-3.36,0.0,-0.0,19.61,-3.61,-32.47,15.99,-16.48
71,0.0,-0.0,0.0,0.0,0.0,0.0,-23.43,-1.89,0.0,-0.0,16.11,-2.68,-25.32,13.43,-11.89
72,0.0,-0.0,-0.0,-0.0,0.0,0.0,-17.2,-0.7,-0.0,0.0,12.15,-2.33,-17.9,9.82,-8.08
73,-0.0,0.0,-0.0,-0.0,0.0,0.0,-27.45,-4.99,0.0,0.0,19.96,-3.33,-32.45,16.63,-15.81
74,0.0,0.0,-0.0,-0.0,0.0,0.0,-33.87,-5.7,0.0,0.0,25.24,-4.27,-39.58,20.98,-18.6
75,0.0,-0.0,0.0,-0.0,0.0,0.0,-30.96,-5.49,0.0,-0.0,21.51,-3.61,-36.45,17.9,-18.56
76,0.0,0.0,0.0,0.0,0.0,0.0,-35.83,-5.41,-0.0,-0.0,25.72,-4.66,-41.24,21.06,-20.19
77,0.0,0.0,0.0,-0.0,0.0,0.0,-34.73,-3.15,0.0,-0.0,24.74,-4.43,-37.88,20.31,-17.57
78,0.0,0.0,0.0,-0.0,0.0,0.0,-32.45,-4.86,-0.0,0.0,23.43,-4.07,-37.32,19.37,-17.95
79,-0.0,-0.0,-0.0,0.0,0.0,0.0,-35.64,-5.62,-0.0,0.0,23.14,-4.76,-41.26,18.38,-22.88
80,-0.0,0.0,0.0,0.0,0.0,0.0,-33.99,-2.42,-0.0,-0.0,21.49,-4.58,-36.41,16.91,-19.5
81,0.0,0.0,-0.0,0.0,0.0,0.0,-34.89,-1.93,-0.0,0.0,20.66,-4.55,-36.82,16.12,-20.7
82,-0.0,0.0,0.0,0.0,0.0,0.0,-34.53,-2.55,-0.0,-0.0,22.02,-4.6,-37.08,17.42,-19.66
83,-0.0,0.0,0.0,0.0,0.0,0.0,-37.32,-3.24,0.0,0.0,23.55,-4.78,-40.56,18.77,-21.79
84,-0.0,0.0,-0.0,-0.0,0.0,0.0,-32.35,-2.93,-0.0,-0.0,21.04,-4.32,-35.28,16.72,-18.56
85,-0.0,0.0,0.0,0.0,0.0,0.0,-38.49,-3.45,-0.0,-0.0,24.3,-5.14,-41.94,19.15,-22.79
86,-0.0,-0.0,0.0,0.0,0.0,0.0,-38.3,-4.68,-0.0,-0.0,23.78,-4.9,-42.97,18.88,-24.1
87,-0.0,0.0,0.0,0.0,0.0,0.0,-33.84,-4.77,-0.0,-0.0,23.47,-4.44,-38.61,19.03,-19.58
88,0.0,-0.0,-0.0,-0.0,0.0,0.0,-39.94,-4.01,0.0,0.0,24.35,-4.91,-43.95,19.45,-24.5
89,-0.0,-0.0,-0.0,0.0,0.0,0.0,-34.23,-2.05,0.0,-0.0,20.59,-4.45,-36.28,16.14,-20.14
90,-0.0,-0.0,0.0,0.0,0.0,0.0,-33.75,-3.94,-0.0,-0.0,21.89,-4.54,-37.69,17.35,-20.34
91,0.0,-0.0,-0.0,0.0,0.0,0.0,-38.4,-4.7,0.0,-0.0,24.69,-4.98,-43.1,19.71,-23.39
92,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-36.32,-4.85,-0.0,0.0,24.97,-4.74,-41.16,20.23,-20.93
93,0.0,-0.0,-0.0,0.0,0.0,0.0,-35.43,0.41,0.0,-0.0,21.48,-4.63,-35.01,16.85,-18.16
94,0.0,0.0,0.0,0.0,0.0,0.0,-35.42,-2.78,-0.0,-0.0,24.78,-5.16,-38.2,19.62,-18.58
95,0.0,-0.0,-0.0,0.0,0.0,0.0,-35.26,-4.23,-0.0,0.0,22.24,-4.56,-39.49,17.68,-21.81
96,0.0,0.0,-0.0,0.0,0.0,0.0,-40.28,-2.11,0.0,-0.0,23.83,-5.23,-42.39,18.6,-23.79
97,0.0,-0.0,0.0,0.0,0.0,0.0,-35.79,-5.13,-0.0,-0.0,22.64,-4.43,-40.92,18.21,-22.72
98,-0.0,0.0,-0.0,0.0,0.0,0.0,-39.39,-1.99,-0.0,0.0,24.75,-5.24,-41.38,19.51,-21.87
99,0.0,-0.0,-0.0,0.0,0.0,0.0,-31.54,-3.14,0.0,0.0,20.52,-4.27,-34.68,16.25,-18.43
100,0.0,-0.0,0.0,-0.0,0.0,0.0,-35.78,-3.09,0.0,0.0,21.95,-4.72,-38.87,17.23,-21.64
101,-0.0,0.0,0.0,-0.0,0.0,0.0,-39.97,-4.96,0.0,0.0,23.92,-4.79,-44.93,19.13,-25.8
102,0.0,-0.0,-0.0,0.0,0.0,0.0,-34.68,-5.32,0.0,0.0,23.58,-4.5,-40.0,19.09,-20.91
103,-0.0,-0.0,-0.0,0.0,0.0,0.0,-36.93,-4.92,-0.0,-0.0,23.32,-4.52,-41.85,18.8,-23.05
104,0.0,0.0,-0.0,0.0,0.0,0.0,-35.86,-2.48,0.0,0.0,22.15,-4.86,-38.33,17.29,-21.05
105,-0.0,-0.0,-0.0,0.0,0.0,0.0,-40.35,-2.29,-0.0,-0.0,23.36,-5.22,-42.64,18.14,-24.49
106,-0.0,-0.0,0.0,-0.0,0.0,0.0,-33.6,-4.61,-0.0,0.0,21.14,-4.23,-38.21,16.92,-21.29
107,-0.0,-0.0,0.0,0.0,0.0,0.0,-38.57,-2.53,-0.0,-0.0,23.52,-5.23,-41.1,18.3,-22.8
108,-0.0,0.0,0.0,-0.0,0.0,0.0,-33.8,-3.53,-0.0,0.0,23.45,-4.32,-37.33,19.13,-18.2
109,0.0,0.0,-0.0,0.0,0.0,0.0,-34.11,-3.87,-0.0,-0.0,22.94,-4.66,-37.98,18.28,-19.7
110,0.0,0.0,0.0,-0.0,0.0,0.0,-37.41,-3.13,-0.0,0.0,24.64,-4.91,-40.54,19.73,-20.81
111,0.0,0.0,-0.0,0.0,0.0,0.0,-34.11,-4.55,0.0,-0.0,23.47,-4.26,-38.66,19.21,-19.45
112,0.0,0.0,0.0,-0.0,0.0,0.0,-32.17,-3.34,-0.0,-0.0,21.69,-4.12,-35.52,17.57,-17.95
113,0.0,0.0,0.0,0.0,0.0,0.0,-32.58,-2.55,0.0,0.0,19.59,-3.72,-35.14,15.88,-19.26
114,-0.0,0.0,-0.0,0.0,0.0,0.0,-22.24,-3.69,-0.0,0.0,16.95,-3.09,-25.93,13.87,-12.07
115,-0.0,0.0,-0.0,0.0,0.0,0.0,-29.2,-1.82,-0.0,0.0,19.11,-3.88,-31.02,15.23,-15.79
116,-0.0,0.0,0.0,0.0,0.0,0.0,-35.03,-4.63,-0.0,-0.0,21.69,-4.2,-39.66,17.49,-22.18
117,-0.0,0.0,0.0,0.0,0.0,0.0,-28.09,-1.07,0.0,-0.0,17.31,-3.82,-29.16,13.49,-15.67
118,-0.0,0.0,-0.0,-0.0,0.0,0.0,-36.2,-4.71,0.0,-0.0,23.86,-4.3,-40.91,19.57,-21.35
119,-0.0,0.0,-0.0,-0.0,0.0,0.0,-31.98,-3.04,0.0,0.0,18.88,-3.83,-35.03,15.04,-19.98
120,-0.0,0.0,-0.0,0.0,0.0,0.0,-24.1,-3.24,-0.0,-0.0,18.92,-3.18,-27.34,15.74,-11.6
121,0.0,-0.0,-0.0,-0.0,0.0,0.0,-26.15,-2.17,0.0,0.0,15.42,-3.17,-28.32,12.25,-16.06
122,0.0,-0.0,0.0,-0.0,0.0,0.0,-29.7,-4.3,-0.0,0.0,20.92,-3.67,-34.0,17.24,-16.76
123,0.0,-0.0,0.0,0.0,0.0,0.0,-22.47,1.39,0.0,-0.0,13.79,-3.05,-21.08,10.74,-10.34
124,0.0,0.0,-0.0,0.0,0.0,0.0,-21.41,-0.08,-0.0,-0.0,14.77,-2.94,-21.48,11.83,-9.65
125,-0.0,-0.0,0.0,-0.0,0.0,0.0,-22.4,0.08,-0.0,0.0,16.33,-3.35,-22.32,12.97,-9.34
126,-0.0,-0.0,-0.0,0.0,0.0,0.0,-25.19,0.39,-0.0,0.0,16.33,-3.58,-24.8,12.74,-12.06
127,-0.0,0.0,0.0,-0.0,0.0,0.0,-23.83,-1.53,0.0,0.0,15.32,-3.18,-25.36,12.14,-13.21
128,-0.0,0.0,-0.0,-0.0,0.0,0.0,-30.22,-1.41,0.0,0.0,22.78,-4.25,-31.63,18.53,-13.1
129,-0.0,-0.0,-0.0,0.0,0.0,0.0,-25.34,-1.7,0.0,0.0,19.37,-3.73,-27.03,15.64,-11.39
130,-0.0,0.0,-0.0,-0.0,0.0,0.0,-23.33,-0.81,-0.0,-0.0,18.55,-3.75,-24.14,14.79,-9.35
131,0.0,0.0,0.0,0.0,0.0,0.0,-18.88,-0.78,0.0,-0.0,15.66,-2.83,-19.66,12.83,-6.83
132,-0.0,0.0,0.0,-0.0,0.0,0.0,-25.92,-1.87,-0.0,-0.0,21.12,-3.61,-27.79,17.51,-10.28
133,-0.0,0.0,-0.0,-0.0,0.0,0.0,-25.79,1.32,-0.0,-0.0,14.98,-3.45,-24.46,11.53,-12.94
134,-0.0,-0.0,0.0,-0.0,0.0,0.0,-25.82,-0.65,0.0,0.0,16.88,-3.6,-26.47,13.28,-13.19
135,-0.0,0.0,-0.0,0.0,0.0,0.0,-22.83,-0.9,0.0,-0.0,14.87,-3.23,-23.73,11.65,-12.08
136,0.0,0.0,0.0,0.0,0.0,0.0,-29.28,-1.12,0.0,-0.0,18.91,-3.71,-30.4,15.2,-15.2
137,0.0,0.0,0.0,-0.0,0.0,0.0,-33.89,-1.84,0.0,-0.0,23.09,-4.59,-35.73,18.5,-17.23
138,-0.0,0.0,0.0,0.0,0.0,0.0,-27.58,-2.21,-0.0,-0.0,17.64,-3.53,-29.79,14.12,-15.67
139,0.0,-0.0,-0.0,-0.0,0.0,0.0,-28.96,-1.25,-0.0,-0.0,19.84,-3.83,-30.21,16.01,-14.19
140,0.0,-0.0,0.0,-0.0,0.0,0.0,-25.79,0.38,-0.0,-0.0,17.35,-3.59,-25.41,13.76,-11.66
141,0.0,-0.0,0.0,-0.0,0.0,0.0,-27.6,-0.42,-0.0,0.0,16.5,-3.55,-28.02,12.95,-15.07
142,0.0,-0.0,0.0,0.0,0.0,0.0,-27.42,-0.53,0.0,0.0,19.32,-3.73,-27.96,15.59,-12.36
143,-0.0,-0.0,0.0,0.0,0.0,0.0,-24.41,-1.02,0.0,-0.0,16.26,-3.24,-25.43,13.02,-12.41
144,-0.0,-0.0,-0.0,0.0,0.0,0.0,-29.84,-1.11,-0.0,0.0,18.91,-3.82,-30.95,15.09,-15.86
145,0.0,-0.0,-0.0,-0.0,0.0,0.0,-23.74,-0.19,0.0,0.0,16.78,-3.46,-23.93,13.32,-10.6
146,0.0,0.0,-0.0,0.0,0.0,0.0,-25.79,-1.24,-0.0,-0.0,17.48,-3.34,-27.03,14.14,-12.89
147,0.0,-0.0,-0.0,-0.0,0.0,0.0,-27.0,0.21,0.0,-0.0,16.48,-3.67,-26.79,12.82,-13.97
148,0.0,-0.0,-0.0,0.0,0.0,0.0,-21.11,-0.84,0.0,0.0,13.33,-2.7,-21.94,10.63,-11.31
149,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-21.5,-1.1,-0.0,-0.0,14.89,-2.79,-22.6,12.1,-10.5
150,0.0,-0.0,0.0,0.0,0.0,0.0,-27.47,-1.49,0.0,-0.0,17.42,-3.45,-28.96,13.97,-14.98
151,-0.0,-0.0,0.0,0.0,0.0,0.0,-25.14,-2.49,0.0,0.0,17.11,-3.42,-27.63,13.69,-13.93
152,-0.0,0.0,-0.0,0.0,0.0,0.0,-29.19,-0.55,-0.0,-0.0,18.98,-3.75,-29.74,15.24,-14.5
153,0.0,0.0,0.0,-0.0,0.0,0.0,-25.01,-1.38,0.0,0.0,17.39,-3.44,-26.39,13.95,-12.44
154,0.0,0.0,-0.0,-0.0,0.0,0.0,-25.07,0.23,0.0,-0.0,15.7,-3.37,-24.84,12.33,-12.51
155,-0.0,0.0,0.0,-0.0,0.0,0.0,-24.11,-2.0,0.0,-0.0,17.36,-3.24,-26.11,14.12,-11.99
156,-0.0,0.0,-0.0,0.0,0.0,0.0,-25.27,-0.94,0.0,0.0,17.69,-3.29,-26.22,14.4,-11.81
157,-0.0,-0.0,0.0,0.0,0.0,0.0,-19.4,0.27,0.0,0.0,10.95,-2.58,-19.12,8.37,-10.75
158,-0.0,-0.0,0.0,0.0,0.0,0.0,-20.13,-0.29,0.0,0.0,12.14,-2.74,-20.42,9.41,-11.01
159,0.0,-0.0,-0.0,-0.0,0.0,0.0,-20.95,-1.07,0.0,0.0,13.34,-3.14,-22.02,10.21,-11.82
160,-0.0,0.0,-0.0,-0.0,0.0,0.0,-22.27,-0.05,0.0,-0.0,16.18,-3.06,-22.31,13.12,-9.19
161,0.0,0.0,-0.0,0.0,0.0,0.0,-22.38,-1.01,0.0,0.0,13.93,-3.02,-23.39,10.91,-12.48
162,0.0,0.0,-0.0,0.0,0.0,0.0,-23.31,-2.15,-0.0,-0.0,16.83,-3.35,-25.46,13.48,-11.98
163,-0.0,0.0,0.0,-0.0,0.0,0.0,-16.84,-0.77,0.0,-0.0,12.9,-2.67,-17.61,10.22,-7.39
164,0.0,-0.0,0.0,0.0,0.0,0.0,-24.2,-2.18,0.0,0.0,18.39,-3.54,-26.38,14.85,-11.53
165,0.0,-0.0,0.0,0.0,0.0,0.0,-19.77,-0.36,-0.0,0.0,15.3,-3.29,-20.14,12.01,-8.13
166,-0.0,0.0,0.0,0.0,0.0,0.0,-33.22,-3.44,-0.0,0.0,22.02,-4.41,-36.66,17.61,-19.05
167,0.0,0.0,0.0,0.0,0.0,0.0,-29.18,-2.44,0.0,-0.0,19.89,-4.27,-31.62,15.63,-15.99
168,0.0,-0.0,-0.0,0.0,0.0,0.0,-24.46,-2.16,-0.0,0.0,18.05,-3.45,-26.63,14.59,-12.03
169,-0.0,-0.0,0.0,-0.0,0.0,0.0,-31.48,-1.97,0.0,-0.0,21.77,-4.09,-33.45,17.67,-15.77
170,-0.0,0.0,0.0,0.0,0.0,0.0,-29.59,-2.72,0.0,-0.0,19.0,-4.05,-32.3,14.94,-17.36
171,-0.0,0.0,-0.0,-0.0,0.0,0.0,-27.09,-3.29,0.0,0.0,20.94,-3.73,-30.38,17.21,-13.17
172,0.0,0.0,-0.0,-0.0,0.0,0.0,-26.48,-2.45,-0.0,0.0,20.07,-4.24,-28.92,15.84,-13.09
173,0.0,0.0,-0.0,0.0,0.0,0.0,-31.15,-1.02,-0.0,0.0,20.13,-4.08,-32.17,16.05,-16.12
174,-0.0,0.0,0.0,0.0,0.0,0.0,-31.16,-0.17,0.0,0.0,20.0,-4.15,-31.33,15.85,-15.48
175,-0.0,-0.0,0.0,0.0,0.0,0.0,-28.49,-2.16,0.0,-0.0,18.49,-3.82,-30.65,14.67,-15.97
176,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-29.27,-1.97,-0.0,-0.0,19.07,-3.79,-31.23,15.28,-15.95
177,-0.0,-0.0,0.0,0.0,0.0,0.0,-24.97,-1.75,0.0,-0.0,20.1,-3.59,-26.72,16.51,-10.21
178,-0.0,-0.0,0.0,0.0,0.0,0.0,-22.8,-1.03,0.0,0.0,15.33,-3.15,-23.83,12.19,-11.64
179,0.0,0.0,-0.0,0.0,0.0,0.0,-21.39,-0.92,0.0,-0.0,15.23,-2.89,-22.31,12.34,-9.97
180,0.0,0.0,-0.0,-0.0,0.0,0.0,-23.75,-1.1,0.0,0.0,17.49,-3.4,-24.84,14.09,-10.75
181,-0.0,0.0,0.0,0.0,0.0,0.0,-25.19,-1.73,-0.0,-0.0,18.88,-3.68,-26.92,15.2,-11.72
182,-0.0,-0.0,-0.0,0.0,0.0,0.0,-29.19,-1.36,0.0,-0.0,19.71,-4.33,-30.54,15.37,-15.17
183,-0.0,-0.0,0.0,-0.0,0.0,0.0,-31.45,-1.4,0.0,-0.0,20.14,-4.19,-32.86,15.95,-16.9
184,-0.0,0.0,-0.0,0.0,0.0,0.0,-27.83,-1.12,0.0,-0.0,19.1,-4.02,-28.95,15.09,-13.87
185,-0.0,0.0,-0.0,0.0,0.0,0.0,-24.94,-0.79,-0.0,-0.0,16.19,-3.45,-25.73,12.74,-12.99
186,0.0,-0.0,-0.0,0.0,0.0,0.0,-26.09,-2.2,-0.0,-0.0,18.98,-3.49,-28.29,15.49,-12.8
187,0.0,-0.0,0.0,-0.0,0.0,0.0,-26.42,-0.35,0.0,0.0,17.22,-3.84,-26.77,13.38,-13.4
188,-0.0,-0.0,0.0,0.0,0.0,0.0,-28.49,-0.01,-0.0,-0.0,17.21,-3.63,-28.5,13.58,-14.92
189,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-29.89,-3.69,0.0,-0.0,21.79,-4.12,-33.58,17.67,-15.91
190,-0.0,0.0,0.0,0.0,0.0,0.0,-26.61,-0.2,0.0,0.0,22.37,-4.16,-26.81,18.21,-8.6
191,0.0,0.0,0.0,-0.0,0.0,0.0,-27.39,-0.28,-0.0,0.0,16.8,-3.45,-27.68,13.35,-14.32
192,0.0,-0.0,-0.0,0.0,0.0,0.0,-31.63,-3.2,-0.0,0.0,21.14,-3.96,-34.83,17.18,-17.65
193,-0.0,0.0,-0.0,0.0,0.0,0.0,-24.38,-0.81,0.0,-0.0,15.7,-3.26,-25.2,12.44,-12.75
194,0.0,0.0,0.0,0.0,0.0,0.0,-26.41,0.47,-0.0,0.0,18.58,-3.86,-25.94,14.72,-11.22
195,0.0,0.0,0.0,0.0,0.0,0.0,-30.05,-1.37,0.0,-0.0,21.22,-4.47,-31.42,16.75,-14.67
196,0.0,-0.0,0.0,-0.0,0.0,0.0,-27.36,-1.56,-0.0,0.0,18.44,-3.77,-28.92,14.67,-14.25
197,-0.0,-0.0,0.0,0.0,0.0,0.0,-25.25,-2.84,-0.0,-0.0,19.43,-3.65,-28.09,15.78,-12.32
198,0.0,-0.0,0.0,-0.0,0.0,0.0,-29.06,-0.12,0.0,-0.0,19.81,-3.93,-29.18,15.88,-13.3
